addr_street,number_of_parks
50 EAST 19 STREET,2
50 EAST 28TH STREET,12
50 EAST 3 STREET,16
50 EAST 72 STREET,4
50 EAST 86 STREET,3
50 FRANKLIN STREET,15
50 GREENPOINT AVENUE,4
50 HERKIMER STREET,3
50 LEXINGTON AVENUE,12
50 MURRAY STREET,20
50 NORTH 1 STREET,9
50 OCEAN PARKWAY,9
50 PLAZA STREET EAST,8
50 RIVERSIDE BOULEVARD,13
50 STANHOPE STREET,5
50 UNITED NATIONS PLAZA,4
50 WEST 15 STREET,13
50 WEST 20TH STREET,2
50 WEST 30TH STREET,9
50 WEST 34 STREET,10
50 WEST 55 STREET,2
50 WEST 72 STREET,20
50 WEST 77 STREET,3
50 WEST 97 STREET,9
50 WEST STREET,20
50-11 30 AVENUE,1
50-15 39 STREET,1
50-16 39 PLACE,1
50-18 39 STREET,1
50-58 42 STREET,1
50-64 42 STREET,1
500 10 STREET,7
500 2 AVENUE,8
500 4 AVENUE,5
500 7 STREET,6
500 DRIGGS AVENUE,12
500 EAST 87 STREET,2
500 FLATBUSH AVENUE,11
500 GRAND AVENUE,6
500 GRAND STREET,11
500 KAPPOCK STREET,12
500 OCEAN AVENUE,7
500 PUTNAM AVENUE,6
500 ST JOHN'S PLACE,10
500 WAVERLY AVENUE,7
500 WEST 21ST STREET,14
500 WEST 23 STREET,14
500 WEST 30TH STREET,14
500 WEST 43 STREET,12
5009 BROADWAY,8
500A EAST 87TH STREET,2
501 8 STREET,4
501 COLUMBUS AVENUE,1
501 EAST 21 STREET,1
501 EAST 74TH STREET,1
501 EAST 85TH STREET,2
501 EAST 87 STREET,2
501 ONDERDONK AVENUE,3
501 WEST 123 STREET,6
501 WEST 173 STREET,10
502 9 AVENUE,13
502 CLASSON AVENUE,5
502 GRANDVIEW AVENUE,1
502 PARK AVENUE,4
503 EAST 53 STREET,2
503 HICKS STREET,8
503 LAFAYETTE AVENUE,6
503 WEST 148 STREET,14
503 WEST 150 STREET,13
504 WEST 172 STREET,6
504 WEST 22 STREET,14
505 CONCORD AVENUE,9
505 COURT STREET,9
505 EAST 14 STREET,9
505 GREENWICH STREET,15
505 THROOP AVENUE,6
505 WEST 37 STREET,10
505 WEST 47 STREET,11
505 WEST 54 STREET,11
505 WEST 57 STREET,1
506 EAST 119 STREET,9
506 EAST 13 STREET,13
506 EAST 6 STREET,13
506 ONDERDONK AVENUE,3
506 PRESIDENT STREET,3
506 WASHINGTON AVENUE,8
507 GRAND STREET,14
507 THROOP AVENUE,6
507 WEST 170 STREET,8
508 HENRY STREET,8
508 SENECA AVENUE,4
509 CATHEDRAL PARKWAY,12
509 EAST 12 STREET,12
509 EAST 6 STREET,14
509 EAST 77 STREET,1
51 5TH AVENUE,18
51 DEVOE STREET,13
51 JAY STREET,11
51 KOSCIUSZKO STREET,7
51 NEWEL STREET,9
51 TROUTMAN STREET,5
51 WEST 73 STREET,20
51-15 VAN KLEECK STREET,4
51-18 SKILLMAN AVENUE,3
51-26 SKILLMAN AVENUE,7
51-56 48 STREET,0
510 EAST 20 STREET,9
510 EAST 23 STREET,7
510 EAST 46 STREET,1
510 EAST 5 STREET,13
510 EAST 80 STREET,1
510 EAST 85 STREET,2
510 FAIRVIEW AVENUE,1
510 WEST 123 STREET,5
510-580 MAIN STREET,2
511 CLINTON STREET,10
511 EAST 75 STREET,2
511 ROGERS AVENUE,4
511 THROOP AVENUE,6
511 WEST 235 STREET,7
5115 13 AVENUE,2
512 EAST 13 STREET,12
512 WEST 156 STREET,11
5123 3 AVENUE,1
513 EAST 87 STREET,2
513 PARK PLACE,8
514 BROADWAY,13
514 EAST 11 STREET,11
514 EAST 13 STREET,12
514 WEST 110 STREET,8
514 WEST 142 STREET,11
514 WEST 169 STREET,10
515 3 AVENUE,13
515 85 STREET,5
515 88 STREET,4
515 CATHEDRAL PARKWAY,11
515 CLINTON AVENUE,7
515 EAST 6 STREET,13
515 EAST 72 STREET,1
515 MEEKER AVENUE,17
515 WEST 169 STREET,9
515 WEST 38TH STREET,10
516 40 STREET,5
516 EAST 13 STREET,12
516 EAST 82 STREET,1
516 FAIRVIEW AVENUE,1
516 WEST 47 STREET,13
517 80 STREET,3
517 EAST 5 STREET,13
517 EAST 77 STREET,1
517 GRAHAM AVENUE,12
518 BROADWAY,14
518 EAST 6 STREET,14
518 EAST 83 STREET,6
518 LEONARD STREET,7
518 MIDWOOD STREET,3
518 WEST 136 STREET,10
519 8 STREET,5
519 COLUMBUS AVENUE,2
519 EAST 5 STREET,12
519 EAST 85 STREET,2
519 WEST 135 STREET,9
519 WEST 151 STREET,11
52 3 AVENUE,10
52 BUSHWICK AVENUE,9
52 GROVE STREET,18
52 MONITOR STREET,10
52 PARK AVENUE,2
52 SPRING STREET,13
52 ST MARKS PLACE,13
52 THOMAS STREET,20
52 WEST 120 STREET,10
52 WEST 14 STREET,16
52 WEST 69 STREET,16
520 2 AVENUE,9
520 BAY RIDGE PARKWAY,3
520 CROWN STREET,2
520 EAST 14 STREET,13
520 EAST 81 STREET,1
520 EAST 85 STREET,2
520 EAST 88 STREET,2
520 WEST 136 STREET,11
520 WEST 143 STREET,10
520 WEST 218 STREET,7
520 WEST 43 STREET,12
5205 5 AVENUE,1
521 18 STREET,11
521 COURT STREET,7
521 EAST 14 STREET,9
521 EAST 88 STREET,2
521 MACON STREET,4
521 WEST 156 STREET,12
521 WEST 23 STREET,13
521B EAST 85 STREET,2
522 85 STREET,1
522 CLASSON AVENUE,5
522 EAST 20 STREET,9
522 LEFFERTS AVENUE,3
522 WEST 134 STREET,11
522 WEST 29 STREET,14
5225 14 AVENUE,1
523 DEAN STREET,9
523 GRAHAM AVENUE,13
523 WEST 141 STREET,11
524 40 STREET,5
524 9 AVENUE,13
524 EAST 72 STREET,2
524 EAST 82 STREET,1
524 EAST 85 STREET,3
524 UNION AVENUE,9
524 WEST 50 STREET,9
5242 ARLINGTON AVENUE,4
525 80 STREET,4
525 CLINTON AVENUE,7
525 EAST 72ND STREET,1
525 EAST 80 STREET,1
525 MANHATTAN AVENUE,11
525 UNION AVENUE,10
525 WEST 133 STREET,8
525 WEST 52 STREET,11
526 EAST 83 STREET,1
526 EAST 85 STREET,3
527 9 AVENUE,13
528 BERGEN STREET,7
528 EAST 20 STREET,10
528 KOSCIUSZKO STREET,4
529 5 STREET,7
529 83 STREET,4
529 9 AVENUE,12
529 PUTNAM AVENUE,7
529 WEST 113 STREET,9
529 WEST 138 STREET,4
529 WEST 141 STREET,11
529 WEST 42 STREET,12
53 BROADWAY,7
53 EAST 51 STREET,2
53 EAST HOUSTON STREET,14
53 HOWARD STREET,17
53 JAVA STREET,5
53 KERMIT PLACE,7
53 PARK PLACE,20
53 ST NICHOLAS AVENUE,9
53 TEN EYCK STREET,12
53 TROUTMAN STREET,5
53 WEST 76 STREET,2
53-01 32 AVENUE,3
53-07 ROOSEVELT AVENUE,8
53-78 63 STREET,4
530 84 STREET,5
530 EAST 13 STREET,11
530 EAST 23 STREET,7
530 EAST 76 STREET,1
530 EAST 86 STREET,2
530 EAST 89 STREET,2
530 KOSCIUSZKO STREET,4
530 MIDWOOD STREET,3
530 PARK AVENUE,4
530 PARKSIDE AVENUE,5
530 WEST 236 STREET,8
530 WEST 47 STREET,12
530 WEST END AVENUE,8
5308 FLATLANDS AVENUE,1
531 COLUMBUS AVENUE,2
531 EAST 20 STREET,7
531 EAST 22 STREET,1
531 GRAHAM AVENUE,12
531 HUDSON STREET,17
532 6 AVENUE,8
532 EAST 83 STREET,6
532 EAST 85 STREET,2
532 FLATBUSH AVENUE,10
532 LEFFERTS AVENUE,2
532 WEST 111 STREET,9
533 3 STREET,7
533 EAST 81 STREET,2
533 FRANKLIN AVENUE,3
533 OVINGTON AVENUE,4
533 WEST 52 STREET,10
534 9 STREET,4
534 BERGEN STREET,7
534 EAST 6 STREET,13
534 EAST 88 STREET,2
534 PROSPECT AVENUE,11
534 PUTNAM AVENUE,6
534 WEST 178 STREET,13
535 CARLTON AVENUE,11
535 DEAN STREET,11
535 EAST 14 STREET,10
535 UNION AVENUE,10
535 WEST 23 STREET,12
535 WEST 43 STREET,13
535 WEST 51 STREET,11
536 44 STREET,2
536 CENTRAL AVENUE,6
536 EAST 13 STREET,11
536 FT WASHINGTON AVENUE,9
536 HENDRIX STREET,7
537 CHAUNCEY STREET,9
537 UNION AVENUE,11
537 WEST 27TH STREET,12
538 BROOKLYN AVENUE,4
538 CLINTON AVENUE,9
539 3 AVENUE,6
539 EAST 87 STREET,2
54 1 PLACE,10
54 BARROW STREET,18
54 BLEECKER STREET,17
54 BOND STREET,15
54 EAST 4 STREET,13
54 LINCOLN AVENUE,0
54 NORTH MOORE STREET,20
54 TROUTMAN STREET,5
54 WEST 89 STREET,9
54-18 ARNOLD AVENUE,1
54-27 NURGE AVENUE,1
54-53 63 PLACE,5
540 11 STREET,8
540 50 STREET,1
540 EAST 22 STREET,1
540 EAST 6 STREET,13
540 FT WASHINGTON AVENUE,7
540 OCEAN PARKWAY,2
540 WEST 140 STREET,10
540 WEST 28 STREET,12
540 WEST 49 STREET,10
5400 FIELDSTON ROAD,3
5416 3 AVENUE,0
543 CLINTON STREET,7
543 GATES AVENUE,6
543 MARCY AVENUE,4
543 SURF AVENUE,5
544 UNION AVENUE,9
544 WEST 147 STREET,12
544 WEST 158 STREET,10
545 46 STREET,2
545 WEST 111 STREET,9
545 WEST 144 STREET,12
545 WEST 48 STREET,10
546 BROADWAY,15
546 LA GUARDIA PLACE,14
547 EAST 92 STREET,2
547 KOSCIUSZKO STREET,4
548 3 AVENUE,11
55 92 STREET,3
55 EAST 21 STREET,7
55 HOPE STREET,12
55 LEROY STREET,17
55 NORTH 5TH STREET ,8
55 PAYSON AVENUE,10
55 POPLAR STREET,20
55 W MOSHOLU PARKWAY N,9
55 WALL STREET,20
55 WEST 14 STREET,13
55 WEST 25 STREET,11
55 WEST 92 STREET,8
55-27 MYRTLE AVE,3
550 82 STREET,4
550 GRAND STREET,13
550 VANDERBILT AVENUE,13
550 WEST 183 STREET,8
550 WEST 54TH STREET,10
551 18 STREET,11
551 HENRY STREET,6
551 LEONARD STREET,7
551 MADISON STREET,4
551 MORGAN AVENUE,6
551 NOSTRAND AVENUE,3
552 GRANDVIEW AVENUE,2
552 LINCOLN PLACE,4
553 HOWARD AVENUE,6
554 53 STREET,1
554 HART STREET,4
554 HUMBOLDT STREET,16
554 WEST 54 STREET,11
555 DE KALB AVENUE,7
555 GRAHAM AVENUE,9
555 UNION STREET,7
555 WEST 152 STREET,11
555 WEST 23 STREET,13
555 WEST 59 STREET,16
556 GATES AVENUE,6
556 MEEKER AVENUE,11
557 UNION STREET,7
557 WEST 148 STREET,14
557 WILSON AVENUE,5
558 86 STREET,4
558 GATES AVENUE,6
558 WEST 162 STREET,10
559 20 STREET,10
559 5 AVENUE,7
559 80 STREET,4
559 83 STREET,6
559 GRAND STREET,13
559 WEST 164 STREET,10
56 BEAVER STREET,20
56 BUSHWICK AVENUE,9
56 EAST 130 STREET,15
56 EAST 7 STREET,13
56 LEONARD STREET,19
56 NORTH 9 STREET,15
56 PINE STREET,20
56 RIVINGTON STREET,13
56 SPRING STREET,15
56 ST MARK'S PLACE,11
56 TERRACE VIEW AVENUE,9
56 WEST 127 STREET,12
56 WEST 85 STREET,2
56-07 30 AVENUE,1
56-11 94 STREET,5
56-14 68 STREET,7
56-36 61 STREET,4
560 LEXINGTON AVENUE,2
560 MAIN STREET,6
560 ROGERS AVENUE,3
560 WEST 162 STREET,9
560 WEST 43 STREET,11
561 BROADWAY,16
561 LENOX AVENUE,10
5610-5650 NETHERLAND AVENUE,2
5618 POST ROAD,3
562 LORIMER STREET,12
562-564 COURT STREET,8
562A LAFAYETTE AVENUE,6
563 CHAUNCEY STREET,8
563 SENECA AVENUE,4
564 GRAND AVENUE,8
564 PACIFIC STREET,10
564-570 ST JOHN'S PLACE,4
5643 MOSHOLU AVENUE,3
565 LEXINGTON AVENUE,4
566 AMSTERDAM AVENUE,0
566 DE KALB AVENUE,7
566 MAPLE STREET,3
566 MORGAN AVENUE,5
566 PARKSIDE AVENUE,4
567 6 STREET,10
567 8 STREET,10
567 FT WASHINGTON AVENUE,6
567 WARREN STREET,10
567 WEST 125 STREET,6
568 DEKALB AVENUE,7
568 LAFAYETTE AVENUE,6
568 MACON STREET,7
568 UNION AVENUE,12
568 WEST 192 STREET,9
569 73 STREET,3
569 CARROLL STREET,3
57 5 AVENUE,9
57 AVENUE O,3
57 BEEKMAN STREET,20
57 BOND STREET,15
57 EAST 7 STREET,13
57 FRONT STREET,19
57 GROVE STREET,19
57 HERBERT STREET,13
57 HERKIMER STREET,3
57 LINCOLN ROAD,9
57 LISPENARD STREET,17
57 ORIENT AVENUE,6
57 READE STREET,17
57 SOUTH 5 STREET,6
57 WEST 105 STREET,11
57 WEST 46 STREET,3
57 WEST 58 STREET,4
57 WEST 75TH STREET,2
57 WEST 85 STREET,1
57 WEST 9 STREET,20
57 WESTMINSTER ROAD,5
57-23 225 STREET,4
57-47 156 STREET,5
57-50 225 STREET,3
57-59 MASPETH AVENUE,8
570 82 STREET,6
570 GRAND STREET,11
570 HUDSON STREET,15
570 LEFFERTS AVENUE,2
570 WEST 183 STREET,9
570 WESTMINSTER ROAD,0
5700 ARLINGTON AVENUE,2
571 76 STREET,4
571 80 STREET,4
571 EAST 19 STREET,1
571 HICKS STREET,7
571 OVINGTON AVENUE,5
571 WEST 139TH STREET,11
5718 FT HAMILTON PARKWAY,3
572 MARLBOROUGH ROAD,1
572 PARK PLACE,6
572 PROSPECT PLACE,4
573 39 STREET,6
573 EAST 22 STREET,1
573 METROPOLITAN AVENUE,13
573 WEST 161 STREET,10
574 77 STREET,4
574 WEST END AVENUE,10
575 GRAND STREET,10
576 HENRY STREET,5
576 ROGERS AVENUE,3
576A MORGAN AVENUE,5
577 2 AVENUE,3
577 BALTIC STREET,11
577 ISHAM STREET,12
577 MORGAN AVENUE,5
5775 MOSHOLU AVENUE,4
578 UNION STREET,5
579 10 STREET,8
579 BROADWAY,17
579 CLASSON AVENUE,4
58 DECATUR STREET,8
58 DOUGLASS STREET,6
58 EAST 130 STREET,14
58 HENRY STREET,14
58 HIMROD STREET,4
58 LINDEN BOULEVARD,5
58 MARBLE HILL AVENUE,10
58 MIDDAGH STREET,20
58 THOMAS STREET,20
58 UNDERHILL AVENUE,10
58 WEST 127 STREET,12
58 WEST 15 STREET,12
58 WEST 58 STREET,4
58-11 61 STREET,4
58-13 WOODSIDE AVENUE,11
58-20 ROOSEVELT AVENUE,11
58-23 83 PLACE,3
58-48 CATALPA AVENUE,5
580 84 STREET,4
580 CARROLL STREET,3
580 EAST 26 STREET,2
580 MAIN STREET,7
580 STERLING PLACE,5
580 WEST 215 STREET,9
581 9 AVENUE,11
581 BRADFORD STREET,8
581 OCEAN PARKWAY,2
582 DRIGGS AVENUE,12
582 LAFAYETTE AVENUE,4
583 11 STREET,6
583 LEXINGTON AVENUE,4
583 MEEKER AVENUE,10
584 HENRY STREET,7
584 NEW YORK AVENUE,4
585 6 AVENUE,8
585 EAST 21 STREET,0
585 EVERGREEN AVENUE,5
585 FRANKLIN AVENUE,3
585 OCEAN PARKWAY,2
586 EAST 4 STREET,1
586 EAST 93 STREET,2
587 RIVERSIDE DRIVE,10
587 WEST 177 STREET,14
589 10 STREET,7
589 5 AVENUE,6
589 7 STREET,10
589 DECATUR STREET,7
589 GREENE AVENUE,4
589 HART STREET,4
59 1 AVENUE,14
59 4 AVENUE,12
59 BRUCKNER BOULEVARD,8
59 CHESTER STREET,8
59 GROVE STREET,3
59 HALSEY STREET,1
59 QUINCY STREET,7
59 ST PAUL'S PLACE,8
59 WEST 73 STREET,20
59-11 39 AVENUE,10
59-19 MADISON STREET,5
59-21 CALLOWAY STREET,6
59-23 WOODBINE STREET,3
59-24 67 AVENUE,4
59-33 PUTNAM AVENUE,5
59-34 MADISON STREET,5
590 FLATBUSH AVENUE,10
590 FT WASHINGTON AVENUE,6
590 MONROE STREET,3
591 7 STREET,10
592 UNION AVENUE,9
5926 BLEECKER STREET,2
594 MORRIS AVENUE,10
595 BALTIC STREET,11
595 CENTRAL AVENUE,3
595 KOSCIUSZKO STREET,4
595A 18 STREET,11
596 5 STREET,9
596 EAST 19 STREET,1
596 QUINCY STREET,3
596 UNION AVENUE,11
596 WASHINGTON AVENUE,9
597 10 AVENUE,13
597 CENTRAL AVENUE,3
598 6 STREET,10
598 JEFFERSON AVENUE,3
598 UNION AVENUE,11
599 FRANKLIN AVENUE,3
6 HOPE STREET,10
6 PETER COOPER ROAD,7
6 PIERREPONT STREET,20
6 ST NICHOLAS TERRACE,10
6 STUYVESANT OVAL,10
6 WEST 126TH STREET,15
6 WEST 139 STREET,10
6-53 CLINTONVILLE STREET,2
60 BAY RIDGE PARKWAY,5
60 BERRY STREET,11
60 BLEECKER STREET,3
60 BOX STREET,11
60 EAST 55 STREET,1
60 EAST 8 STREET,5
60 HARRISON PLACE,4
60 JEFFERSON STREET,3
60 LISPENARD STREET,18
60 RIVERSIDE BOULEVARD,15
60 SHERMAN AVENUE,9
60 WATER STREET,20
60 WEST 13 STREET,14
60 WEST 23 STREET,11
60 WEST 57 STREET,3
60 WEST 66 STREET,4
60 WEST 67TH STREET,3
60-08 77 PLACE,6
60-11 BROADWAY,6
60-15 MYRTLE AVENUE,6
60-15 WOODSIDE AVENUE,11
60-17 71 AVENUE,6
60-18 54 PLACE,1
60-32 CATALPA AVENUE,6
60-40 MADISON STREET,5
60-67 67 AVENUE,5
60-68 PUTNAM AVENUE,5
60-76 71 AVENUE,6
60-80 MYRTLE AVENUE,6
60-84 67 AVENUE,5
600 WASHINGTON STREET,15
600 WEST 218 STREET,10
600 WEST 58TH STREET,11
601 10 AVENUE,12
601 79 STREET,4
601 CATON AVENUE,7
601 LORIMER STREET,14
601 OCEAN AVENUE,3
601 WEST 57 STREET,11
602 39 STREET,5
602 61 STREET,2
603 WEST 148 STREET,13
603 WEST 187 STREET,9
6033A HUXLEY AVENUE,5
604 HENRY STREET,7
604 PARKSIDE AVENUE,4
604 STERLING PLACE,4
604 UNION AVENUE,10
6048 DELAFIELD AVENUE,4
605 6 STREET,9
605 EAST 14 STREET,10
605 WEST 137 STREET,11
606 WEST 57 STREET,10
607 18 STREET,10
607 EAST 11 STREET,10
607 SENECA AVENUE,5
607 WEST 137 STREET,11
608 80 STREET,5
608 CATHEDRAL PARKWAY,6
608 FRANKLIN AVENUE ,5
608 STERLING PLACE,3
609 EAST 11 STREET,10
609 SENECA AVENUE,5
61 4 AVENUE,13
61 CLARKSON AVENUE,5
61 CLINTON STREET,11
61 DRIGGS AVENUE,6
61 EAST 42 STREET,1
61 JANE STREET,13
61 LEXINGTON AVENUE,10
61 MORTON STREET,18
61 PARK PLACE,7
61 SOUTH 3 STREET,10
61 VILLAGE ROAD NORTH,3
61 WEST 70 STREET,3
61-13 MENAHAN STREET,2
61-14 69 LANE,3
61-20 GRAND CENTRAL PARKWAY,6
61-20 WOODSIDE AVENUE,12
61-25 97 STREET,2
61-25 98 STREET,3
61-31 MADISON STREET,4
61-41 PARSONS BOULEVARD,3
61-41 SAUNDERS STREET,3
61-51 77 STREET,3
610 17 STREET,9
610 EAST 20 STREET,10
610 WEST 42 STREET,11
611 EAST 11 STREET,10
611 GRAND STREET,11
611 OCEAN AVENUE,3
611 WEST 111TH STREET,6
611 WEST 135 STREET,11
611 WEST 137TH STREET,11
612 80 STREET,5
612 OCEAN AVENUE,3
613 EAST 16 STREET,1
613 ONDERDONK AVENUE,2
613 WEST 140 STREET,11
614 2 STREET,8
614 80 STREET,5
614 FLATBUSH AVENUE,9
614 ST NICHOLAS AVENUE,11
615 1/2 HUDSON STREET,16
615 EAST 138 STREET,9
615 FT WASHINGTON AVENUE,6
615 HANCOCK STREET,4
615 UNION AVENUE,10
615 WEST 143 STREET,8
615 WEST 172 STREET,11
616 KOSCIUSZKO STREET,2
616 NOSTRAND AVENUE,3
616 WEST 113 STREET,8
617 EAST 11 STREET,10
617 WEST 138 STREET,11
617 WEST 141 STREET,10
618 AMSTERDAM AVENUE,9
618 BUSHWICK AVENUE,4
619 GATES AVENUE,6
619 HALSEY STREET,6
619 NOSTRAND AVENUE,3
619 WEST 135 STREET,11
619 WILLOUGHBY AVENUE,5
62 7 AVENUE,12
62 AVENUE B,13
62 BEACH STREET,20
62 CHEEVER PLACE,8
62 CLERMONT AVENUE,7
62 CONSELYEA STREET,13
62 COOPER SQUARE,13
62 EAST 7 STREET,13
62 MAUJER STREET,10
62 WEST 108 STREET,12
62 WEST 62 STREET,2
62 WEST 69 STREET,3
62 WOOSTER STREET,13
62-03 MYRTLE AVENUE,5
62-24 MYRTLE AVENUE,5
62-42 FOREST AVENUE,1
62-65 SAUNDERS STREET,4
620 CRESCENT STREET,7
620 EAST 6 STREET,12
620 WEST END AVENUE,8
621 ALLERTON AVENUE,6
621 AMSTERDAM AVENUE,9
621 EAST 11 STREET,10
621 EAST 77 STREET,3
6215 4 AVENUE,2
622 EAST 20 STREET,10
623 GRAND STREET,9
624 WEST END AVENUE,8
625 CATON AVENUE,7
625 EAST 21 STREET,0
625 MADISON STREET,3
625 WEST 135 STREET,11
625 WEST 57 STREET,11
6255 BROADWAY,3
626 1 AVENUE,3
626 2 STREET,10
626 GREENE AVENUE,4
627 GRAND AVENUE,9
628 BAY RIDGE PARKWAY,4
628 EAST 11 STREET,10
629 72 STREET,4
629 EAST 35 STREET,2
629 GRAND STREET,9
629 WILLOUGHBY AVENUE,6
63 DIVISION AVENUE,3
63 EAST 130 STREET,14
63 EAST 7 STREET,13
63 PULASKI STREET,4
63 WALL STREET,20
63 WEST 107 STREET,13
63 WEST 68 STREET,3
63 WEST 73 STREET,20
63-07 SAUNDERS STREET,1
63-11 QUEENS BOULEVARD,9
63-145 CARLTON STREET,2
63-25 SAUNDERS STREET,3
63-36 99 STREET,3
63-45 SAUNDERS STREET,3
63-48 ALDERTON STREET,3
63-49 75 PLACE,3
63-54 FITCHETT STREET,2
63-55 ELLWELL CRESCENT,2
63-60 102 STREET,5
63-60 98 STREET,3
63-84 SAUNDERS STREET,2
63-89 SAUNDERS STREET,2
63-95 AUSTIN STREET,1
630 1 AVENUE,3
630 BERGEN STREET,10
630 METROPOLITAN AVENUE,12
6309 BAY PARKWAY,3
631 GRAND STREET,9
632 EAST 14 STREET,8
632 GRAND STREET,9
632 PRESIDENT STREET,3
632 WEST END AVENUE,8
633 2 AVENUE,3
633 EAST 40 STREET,1
633 EAST 6 STREET,12
634 CENTRAL AVENUE,3
634 LEONARD STREET,9
635 4 AVENUE,5
635 79 STREET,5
635 LEONARD STREET,9
635 WEST 42ND STREET,11
637 EAST 6 STREET,11
637 HENRY STREET,8
637 LEXINGTON AVENUE,2
639 4 AVENUE,5
639 WEST 204 STREET,10
64 4 PLACE,9
64 BAINBRIDGE STREET,6
64 BAYARD STREET,12
64 CONSELYEA STREET,13
64 DUPONT STREET,9
64 EAST 129 STREET,16
64 MAC DOUGAL STREET,16
64 WEST 85 STREET,1
64-00 SAUNDERS STREET,2
64-02 99 STREET,4
64-05 YELLOWSTONE BLVD,6
64-07 FOREST AVENUE,2
64-07 WOODBINE STREET,4
64-10 ELLWELL CRESCENT,2
64-17 65 STREET,2
64-20 99 STREET,5
64-20 SAUNDERS STREET,2
64-27 MADISON STREET,3
64-35 CENTRAL AVENUE,5
64-38 CATALPA AVENUE,4
64-38 PALMETTO STREET,2
64-41 SAUNDERS STREET,2
64-45 BOOTH STREET,1
64-54 MADISON STREET,3
64-56 BOOTH STREET,2
64-84 WETHEROLE STREET,3
64-85 WETHEROLE STREET,3
64-88 82 PLACE,4
640 DITMAS AVENUE,1
640 FT WASHINGTON AVENUE,6
640 HUMBOLDT STREET,12
641 CENTRAL AVENUE,5
641 DRIGGS AVENUE,13
641 EAST 9 STREET,11
642 9 AVENUE,12
642 HUMBOLDT STREET,12
642 PRESIDENT STREET,3
643 EAST 11 STREET,8
643 WEST 171 STREET,9
643A MADISON ST,3
644 20 STREET,7
644 LAFAYETTE AVENUE,4
644 LEONARD STREET,9
645 2 AVENUE,13
645 MACON STREET,5
645 OCEAN AVENUE,3
645 WEST END AVENUE,6
646 ARGYLE ROAD,1
646 NEW YORK AVENUE,4
647 EAST 14 STREET,10
648 KOSCIUSZKO STREET,2
649 9 AVENUE,11
649 ARGYLE ROAD,1
65 7 AVENUE,4
65 AINSLIE STREET,11
65 COOPER SQUARE,15
65 COOPER STREET,12
65 EAST 93 STREET,3
65 EAST 96 STREET,13
65 GELSTON AVENUE,4
65 HURON STREET,6
65 MENAHAN STREET,3
65 READE STREET,19
65 RICHARDSON STREET,12
65 SCHERMERHORN STREET,13
65 SEAMAN AVENUE,12
65 ST MARK'S PLACE,14
65 STUYVESANT AVENUE,4
65 SULLIVAN STREET,14
65 WASHINGTON STREET,17
65 WEST 107 STREET,13
65 WYCKOFF AVENUE,2
65-02 FOREST AVENUE,2
65-09 99 STREET,4
65-10 108 STREET,7
65-28 99 STREET,4
65-41 SAUNDERS STREET,1
65-44 SAUNDERS STREET,1
65-50 AUSTIN STREET,3
65-50 WETHEROLE STREET,3
65-62 SAUNDERS STREET,2
65-70 AUSTIN STREET,3
650 9 AVENUE,10
650 EAST 21 STREET,0
650 EAST 22 STREET,2
650 MARCY AVENUE,4
651 BROOKLYN AVENUE,3
651 NEW YORK AVENUE,4
652 WEST 163 STREET,9
653 KNICKERBOCKER AVENUE,7
654 BROADWAY,17
654 HUMBOLDT STREET,11
654 KOSCIUSZKO STREET,2
654 METROPOLITAN AVENUE,10
655 6 AVENUE,12
655 MAC DONOUGH STREET,7
655 QUINCY STREET,2
6555 BROADWAY,4
656 BROOKLYN AVENUE,4
656 HANCOCK STREET,3
658 9 AVENUE,11
66 9 AVENUE,16
66 BOX STREET,12
66 FRANKLIN STREET,16
66 GEORGE STREET,5
66 LEXINGTON AVENUE,6
66 PALMETTO STREET,5
66 PEARL STREET,20
66 PILLING STREET,6
66 ROCKWELL PLACE,14
66 SHARON STREET,6
66 WEST 109 STREET,13
66-01 77 PLACE,3
66-01 BURNS STREET,1
66-02 AUSTIN STREET,2
66-15 THORNTON PLACE,1
66-15 WETHEROLE STREET,3
66-19 50 AVENUE,8
66-20 108 STREET,5
66-23 AUSTIN STREET,3
66-25 ALDERTON STREET,3
66-30 52 ROAD,4
66-32 52 ROAD,5
660 BERGEN STREET,10
660 CARROLL STREET,3
660 CLASSON AVENUE,9
660 FT WASHINGTON AVENUE,6
660 RIVERSIDE DRIVE,8
660 ST MARK'S AVENUE,2
6602 10 AVENUE,5
661 LAFAYETTE AVENUE,4
662 ONDERDONK AVENUE,2
662 PARK PLACE,2
6624 10 AVENUE,5
663 47 STREET,1
663 CENTRAL AVENUE,5
663 HANCOCK STREET,5
664 JEFFERSON AVENUE,4
664 ONDERDONK AVENUE,2
664 WEST 163 STREET,10
6645 BROADWAY,5
665 WEST 160 STREET,8
666 GREENWICH STREET,15
666-682 CLASSON AVENUE,9
667 PROSPECT PLACE,2
669 HENRY STREET,9
67 2 AVENUE,15
67 8 AVENUE,15
67 CLINTON STREET,11
67 COOPER STREET,11
67 EAST 11 STREET,14
67 LIBERTY STREET,20
67 ST PAUL'S PLACE,7
67 THOMPSON STREET,15
67 WALL STREET,20
67 WEST 109 STREET,13
67-02 52 AVENUE,5
67-05 62 STREET,4
67-07 YELLOWSTONE BLVD,4
67-09 AUSTIN STREET,4
67-11 AUSTIN STREET,4
67-12 YELLOWSTONE BLVD,4
67-15 DARTMOUTH STREET,3
67-19 AUSTIN STREET,4
67-40 BOOTH STREET,4
67-59 GROTON STREET,2
67-69 78 STREET,3
